round_epochs,val_loss,val_acc,loss,acc,lr,batch_size,num_epochs,keep_prob,num_cells,hidden_layer_size,hidden_activation,optimizer
9,0.03363331451441877,0.9834672122272183,0.043407475650576184,0.9801488255693858,0.001,86,150,0.7,5,366,<function tanh at 0x7fbb514b4620>,adam
26,0.033304059056614974,0.9835772754294803,0.05049027731351043,0.9776296222169428,0.001,132,150,0.6,5,143,<function tanh at 0x7fbb514b4620>,adam
11,0.03304959788213335,0.9834829394590082,0.04473461086286881,0.9795062575889593,0.001,193,150,0.7,6,286,<function tanh at 0x7fbb514b4620>,adam
30,0.0522981432688089,0.9766811844246038,0.07711863576294584,0.9668787017494964,0.001,193,150,0.4,4,148,<function tanh at 0x7fbb514b4620>,adam
12,0.031863613206666946,0.9841484365568303,0.039065595604715134,0.9817130241516474,0.001,86,150,0.7,3,286,<function tanh at 0x7fbb514b4620>,adam
22,0.03647950038422091,0.9828174372356983,0.05722971295907444,0.974789426073508,0.001,256,150,0.6,4,143,<function tanh at 0x7fbb514b4620>,adam
24,0.03095369034046895,0.984494283199023,0.04319232048754876,0.9802208745500768,0.001,188,150,0.7,7,143,<function tanh at 0x7fbb514b4620>,adam
22,0.02863980079461536,0.9852174344326944,0.03548170973053373,0.983061719634801,0.001,86,150,0.8,5,143,<function tanh at 0x7fbb514b4620>,adam
7,0.03524776595755198,0.9827073944060792,0.04343277763773363,0.9802975262952792,0.001,85,150,0.8,7,386,<function tanh at 0x7fbb514b4620>,adam
10,0.06482438845688648,0.9727510441066273,0.0911659875441155,0.9616430890682345,0.001,64,150,0.5,5,134,<function tanh at 0x7fbb514b4620>,adam
11,0.032940357855641915,0.9839440692364577,0.04036034118146889,0.9814084377407357,0.001,86,150,0.8,8,250,<function tanh at 0x7fbb514b4620>,adam
10,0.040880238106995544,0.9813239859585656,0.05544657418638344,0.9760621396493038,0.001,85,150,0.7,8,250,<function tanh at 0x7fbb514b4620>,adam
12,0.04256663598526556,0.980134476275196,0.061588376997301714,0.9732527515026002,0.001,159,150,0.6,8,263,<function tanh at 0x7fbb514b4620>,adam
7,0.04048465402776389,0.980737085405075,0.05479117621901808,0.9757523131887654,0.001,85,150,0.7,5,251,<function tanh at 0x7fbb514b4620>,adam
15,0.04128573215758591,0.9806217967173624,0.06304369829457977,0.9730634328160315,0.001,168,150,0.5,7,366,<function tanh at 0x7fbb514b4620>,adam
10,0.032269787371490624,0.983650627438475,0.037345851296201237,0.9824525560019788,0.001,105,150,0.8,8,386,<function tanh at 0x7fbb514b4620>,adam
16,0.03131526787409129,0.984567659553304,0.041397545921751495,0.981016087873634,0.001,105,150,0.7,7,251,<function tanh at 0x7fbb514b4620>,adam
20,0.03265622367756307,0.9837292404918122,0.04828517588160659,0.9782486204344492,0.001,132,150,0.6,4,181,<function tanh at 0x7fbb514b4620>,adam
7,0.03771298910086382,0.9820890516839331,0.048368983728992905,0.9785826715951083,0.001,64,150,0.8,8,250,<function tanh at 0x7fbb514b4620>,adam
17,0.04189721887741257,0.9808366477496031,0.0636135453510762,0.9725649636690791,0.001,128,150,0.6,6,143,<function tanh at 0x7fbb514b4620>,adam
18,0.03528491351547732,0.9828541056516,0.05188014517077529,0.9768776312702925,0.001,188,150,0.5,3,286,<function tanh at 0x7fbb514b4620>,adam
16,0.03157313104832849,0.9840593623968691,0.04045886701580376,0.981145781929226,0.001,245,150,0.6,3,386,<function tanh at 0x7fbb514b4620>,adam
20,0.03309486331463446,0.9835510616207339,0.046705517240572446,0.9789527626099569,0.001,193,150,0.6,7,251,<function tanh at 0x7fbb514b4620>,adam
31,0.04044625583233224,0.9810672158379315,0.0636563044245463,0.9722708577758393,0.001,256,150,0.5,5,148,<function tanh at 0x7fbb514b4620>,adam
28,0.030826377430930293,0.9844838268202789,0.04217515546940179,0.98051828014271,0.001,132,150,0.5,3,286,<function tanh at 0x7fbb514b4620>,adam
24,0.03892935014904902,0.981874205227463,0.05923191617119593,0.9743820025087637,0.001,105,150,0.4,4,263,<function tanh at 0x7fbb514b4620>,adam
17,0.03183293344555507,0.9838392843708912,0.0431026319568726,0.9801815972124955,0.001,132,150,0.6,3,263,<function tanh at 0x7fbb514b4620>,adam
18,0.03333099800437037,0.9835248625643972,0.04742779505799857,0.9786999230073545,0.001,193,150,0.6,5,251,<function tanh at 0x7fbb514b4620>,adam
12,0.10171043649645352,0.9581047189351065,0.13136116341441173,0.9469941192789516,0.001,86,150,0.4,8,251,<function tanh at 0x7fbb514b4620>,adam
21,0.047855269142266274,0.9787824916548374,0.0703660397543539,0.9697188792983993,0.001,168,150,0.4,5,251,<function tanh at 0x7fbb514b4620>,adam
