round_epochs,val_loss,val_acc,loss,acc,batch_size,num_epochs,keep_prob,num_cells,hidden_layer_size,hidden_activation,optimizer,
17,0.053771266486396914,0.976618299769956,0.04029794319692896,0.9824040831592606,128,150,1.0,1,836,<function tanh at 0x7fd0c39bf620>,adam,
11,0.06007196741299966,0.9738672032593041,0.052717437064416894,0.9771671641575962,128,150,1.0,1,909,<function tanh at 0x7fd0c39bf620>,adam,
17,0.05424063258989632,0.9766654614243868,0.04059933395434732,0.9823005893253316,128,150,1.0,1,910,<function tanh at 0x7fd0c39bf620>,adam,
19,0.05196271365146797,0.9776401356159574,0.03653899270450031,0.9839715562263004,128,150,1.0,1,931,<function tanh at 0x7fd0c39bf620>,adam,
15,0.056364488262794485,0.976005198262355,0.04371345073741417,0.9809112828584735,128,150,1.0,1,976,<function tanh at 0x7fd0c39bf620>,adam,
11,0.06131506763368155,0.9728034459448838,0.052483421569749965,0.9772339766326643,128,150,1.0,1,993,<function tanh at 0x7fd0c39bf620>,adam,
14,0.053547842875941255,0.9765239764610942,0.04214132385146752,0.981747748845356,128,150,1.0,1,2000,<function tanh at 0x7fd0c39bf620>,adam,
12,0.05451755296757577,0.9762567270859862,0.044795298159043484,0.9807252559671463,128,150,1.0,1,3000,<function tanh at 0x7fd0c39bf620>,adam,
14,0.05206588879493029,0.9777449392924704,0.04094784408276606,0.9823680568246651,128,150,1.0,1,4560,<function tanh at 0x7fd0c39bf620>,adam,
9,0.03330567219998625,0.9829432016475138,0.027841711781560842,0.9861829181462027,128,150,1.0,3,319,<function tanh at 0x7fd0c39bf620>,adam,num_cells
7,0.03496754821607819,0.982896039993083,0.030694953477609536,0.9848224327470211,128,150,1.0,4,319,<function tanh at 0x7fd0c39bf620>,adam,
13,0.03055460393364002,0.9845100166113827,0.025081185971553753,0.9870704760257843,128,150,1.0,8,319,<function tanh at 0x7fd0c39bf620>,adam,
4,0.05584228995271299,0.9742392563131115,0.04839784465064676,0.9778791755340577,128,150,1.0,5,319,<function tanh at 0x7fd0c39bf620>,adam,
8,0.03080449001692593,0.9843894923833928,0.02876248887058941,0.9854047493189385,128,150,1.0,9,319,<function tanh at 0x7fd0c39bf620>,adam,
